0.000000000000000000e+00,4.732068849124965726e-01
1.000000000000000000e+00,4.722080293301391118e-01
2.000000000000000000e+00,4.712935421165138639e-01
3.000000000000000000e+00,4.704613108400888533e-01
4.000000000000000000e+00,4.697092230693320491e-01
5.000000000000000000e+00,4.690351663727113651e-01
6.000000000000000000e+00,4.684370283186947703e-01
7.000000000000000000e+00,4.679126964757501783e-01
8.000000000000000000e+00,4.674600584123457803e-01
9.000000000000000000e+00,4.670770016969494343e-01
1.000000000000000000e+01,4.667614138980291649e-01
1.100000000000000000e+01,4.665111825840528859e-01
1.200000000000000000e+01,4.663241953234884551e-01
1.300000000000000000e+01,4.661983396848040084e-01
1.400000000000000000e+01,4.661315032364674593e-01
1.500000000000000000e+01,4.661215735469468324e-01
1.600000000000000000e+01,4.661664381847100969e-01
1.700000000000000000e+01,4.662639847182252217e-01
1.800000000000000000e+01,4.664121007159602872e-01
1.900000000000000000e+01,4.666086737463828737e-01
2.000000000000000000e+01,4.668515913779614501e-01
2.100000000000000000e+01,4.671387411791635969e-01
2.200000000000000000e+01,4.674680107184575051e-01
2.300000000000000000e+01,4.678372875643112550e-01
2.400000000000000000e+01,4.682444592851925935e-01
2.500000000000000000e+01,4.686874134495695454e-01
2.600000000000000000e+01,4.691640376259101908e-01
2.700000000000000000e+01,4.696722193826824432e-01
2.800000000000000000e+01,4.702098462883541052e-01
2.900000000000000000e+01,4.707748059113933681e-01
3.000000000000000000e+01,4.713649858202683118e-01
3.100000000000000000e+01,4.719782735834465726e-01
3.200000000000000000e+01,4.726125567693963414e-01
3.300000000000000000e+01,4.732657229465856430e-01
3.400000000000000000e+01,4.739356596834823909e-01
3.500000000000000000e+01,4.746202545485543878e-01
3.600000000000000000e+01,4.753173951102699357e-01
3.700000000000000000e+01,4.760249689370966153e-01
3.800000000000000000e+01,4.767408635975027842e-01
3.900000000000000000e+01,4.774629666599561340e-01
4.000000000000000000e+01,4.781891656929248002e-01
4.100000000000000000e+01,4.789173482648767521e-01
4.200000000000000000e+01,4.796454019442799033e-01
4.300000000000000000e+01,4.803712142996022227e-01
4.400000000000000000e+01,4.810926728993116797e-01
4.500000000000000000e+01,4.818076653118762431e-01
4.600000000000000000e+01,4.825140791057641598e-01
