0.000000000000000000e+00,5.182564046691277015e-01
1.000000000000000000e+00,5.182307611811580728e-01
2.000000000000000000e+00,5.182076315496739749e-01
3.000000000000000000e+00,5.181869380265368141e-01
4.000000000000000000e+00,5.181686028636078856e-01
5.000000000000000000e+00,5.181525483127483733e-01
6.000000000000000000e+00,5.181386966258195725e-01
7.000000000000000000e+00,5.181269700546826673e-01
8.000000000000000000e+00,5.181172908511992858e-01
9.000000000000000000e+00,5.181095812672300571e-01
1.000000000000000000e+01,5.181037635546369424e-01
1.100000000000000000e+01,5.180997599652806818e-01
1.200000000000000000e+01,5.180974927510227923e-01
1.300000000000000000e+01,5.180968841637245692e-01
1.400000000000000000e+01,5.180978564552470855e-01
1.500000000000000000e+01,5.181003318774518585e-01
1.600000000000000000e+01,5.181042326821999611e-01
1.700000000000000000e+01,5.181094811213527995e-01
1.800000000000000000e+01,5.181159994467716690e-01
1.900000000000000000e+01,5.181237099103175314e-01
2.000000000000000000e+01,5.181325347638521261e-01
2.100000000000000000e+01,5.181423962592360821e-01
2.200000000000000000e+01,5.181532166483312496e-01
2.300000000000000000e+01,5.181649181829987016e-01
2.400000000000000000e+01,5.181774231150998444e-01
2.500000000000000000e+01,5.181906536964957510e-01
2.600000000000000000e+01,5.182045321790477166e-01
2.700000000000000000e+01,5.182189808146170362e-01
2.800000000000000000e+01,5.182339218550650051e-01
2.900000000000000000e+01,5.182492775522528072e-01
3.000000000000000000e+01,5.182649701580418489e-01
3.100000000000000000e+01,5.182809219242934251e-01
3.200000000000000000e+01,5.182970551028684980e-01
3.300000000000000000e+01,5.183132919456285848e-01
3.400000000000000000e+01,5.183295547044350915e-01
3.500000000000000000e+01,5.183457656311489803e-01
3.600000000000000000e+01,5.183618469776316573e-01
3.700000000000000000e+01,5.183777209957443066e-01
3.800000000000000000e+01,5.183933099373483344e-01
3.900000000000000000e+01,5.184085360543049248e-01
4.000000000000000000e+01,5.184233215984754839e-01
4.100000000000000000e+01,5.184375888217211958e-01
4.200000000000000000e+01,5.184512599759032447e-01
4.300000000000000000e+01,5.184642573128828147e-01
4.400000000000000000e+01,5.184765030845213118e-01
4.500000000000000000e+01,5.184879195426801424e-01
4.600000000000000000e+01,5.184984289392204904e-01
4.700000000000000000e+01,5.185079535260034289e-01
4.800000000000000000e+01,5.185164155548905862e-01
4.900000000000000000e+01,5.185237372777429243e-01
5.000000000000000000e+01,5.185298409464216274e-01
5.100000000000000000e+01,5.185346488127884346e-01
5.200000000000000000e+01,5.185380831287041969e-01
5.300000000000000000e+01,5.185400661460300986e-01
5.400000000000000000e+01,5.185405201166279898e-01
5.500000000000000000e+01,5.185393672923587216e-01
5.600000000000000000e+01,5.185365299250832560e-01
5.700000000000000000e+01,5.185319302666635544e-01
5.800000000000000000e+01,5.185254905689603566e-01
5.900000000000000000e+01,5.185171330838352910e-01
6.000000000000000000e+01,5.185067800631493196e-01
6.100000000000000000e+01,5.184943537587638485e-01
6.200000000000000000e+01,5.184797764225403949e-01
6.300000000000000000e+01,5.184629703063398098e-01
6.400000000000000000e+01,5.184438576620233885e-01
6.500000000000000000e+01,5.184223607414527590e-01
6.600000000000000000e+01,5.183984017964887725e-01
6.700000000000000000e+01,5.183719056781627144e-01
6.800000000000000000e+01,5.183429531876743157e-01
6.900000000000000000e+01,5.183118668489868908e-01
7.000000000000000000e+01,5.182789899794192356e-01
7.100000000000000000e+01,5.182446658962904795e-01
7.200000000000000000e+01,5.182092379169196406e-01
7.300000000000000000e+01,5.181730493586254038e-01
7.400000000000000000e+01,5.181364435387270095e-01
7.500000000000000000e+01,5.180997637745432538e-01
7.600000000000000000e+01,5.180633533833930437e-01
7.700000000000000000e+01,5.180275556825957306e-01
7.800000000000000000e+01,5.179927139894699994e-01
7.900000000000000000e+01,5.179591716213345354e-01
8.000000000000000000e+01,5.179272718955085786e-01
8.100000000000000000e+01,5.178973581293113693e-01
8.200000000000000000e+01,5.178697736400614815e-01
8.300000000000000000e+01,5.178448617450779334e-01
8.400000000000000000e+01,5.178229657616796322e-01
8.500000000000000000e+01,5.178044290071858180e-01
8.600000000000000000e+01,5.177895947989153980e-01
8.700000000000000000e+01,5.177788064541870572e-01
8.800000000000000000e+01,5.177724072903200359e-01
8.900000000000000000e+01,5.177707406246332411e-01
9.000000000000000000e+01,5.177741497744453580e-01
9.100000000000000000e+01,5.177829780570758489e-01
9.200000000000000000e+01,5.177975687898432877e-01
9.300000000000000000e+01,5.178182652900666927e-01
9.400000000000000000e+01,5.178454108750651930e-01
9.500000000000000000e+01,5.178793488621574737e-01
9.600000000000000000e+01,5.179204225686628860e-01
9.700000000000000000e+01,5.179689753119001150e-01
9.800000000000000000e+01,5.180253504091881789e-01
9.900000000000000000e+01,5.180898911778462068e-01
1.000000000000000000e+02,5.181629409351927729e-01
1.010000000000000000e+02,5.182446405173873893e-01
1.020000000000000000e+02,5.183343208359496579e-01
1.030000000000000000e+02,5.184311103212397853e-01
1.040000000000000000e+02,5.185341374036175344e-01
1.050000000000000000e+02,5.186425305134432229e-01
1.060000000000000000e+02,5.187554180810766136e-01
1.070000000000000000e+02,5.188719285368776912e-01
1.080000000000000000e+02,5.189911903112066627e-01
1.090000000000000000e+02,5.191123318344234017e-01
1.100000000000000000e+02,5.192344815368880040e-01
1.110000000000000000e+02,5.193567678489603434e-01
1.120000000000000000e+02,5.194783192010005157e-01
1.130000000000000000e+02,5.195982640233683947e-01
1.140000000000000000e+02,5.197157307464242981e-01
1.150000000000000000e+02,5.198298478005279888e-01
1.160000000000000000e+02,5.199397436160393404e-01
1.170000000000000000e+02,5.200445466233185599e-01
1.180000000000000000e+02,5.201433852527258539e-01
1.190000000000000000e+02,5.202353879346208743e-01
